name,orcid,source_id,journal_name,title,year,author_count,authors,doi,article_url,link,quality_rank,sjr_quartile,citation_percentile,cited_by_count,fwci,oa_status,oa_url,publication_status,source
Maria Balatbat,0000-0001-5180-0057,,Energy Policy,Improving the attractiveness of CDM projects through allowing and incorporating options,2015,3.0,Carmichael DG; Ballouz JJ; Balatbat MCA,10.1016/j.enpol.2015.08.024,https://doi.org/10.1016/j.enpol.2015.08.024,http://dx.doi.org/10.1016/j.enpol.2015.08.024,A,Q1,0.95720685,14.0,5.4432,closed,,published,UNSW staff profile
Maria Balatbat,0000-0001-5180-0057,,Accounting and Finance,The impact of litigation risk on the strategic timing of management earnings forecasts,2015,3.0,Jackson AB; Gallery G; Balatbat MCA,10.1111/acfi.12065,https://doi.org/10.1111/acfi.12065,http://dx.doi.org/10.1111/acfi.12065,A,Q1,0.95559377,17.0,4.8931,closed,,published,UNSW staff profile
Maria Balatbat,0000-0001-5180-0057,,Smart and Sustainable Built Environment,A Review of Building/Infrastructure Sustainability Reporting Tools (SRTs),2013,3.0,Siew RYJ; Balatbat MCA; Carmichael DG,10.1108/SASBE-03-2013-0010,https://doi.org/10.1108/SASBE-03-2013-0010,http://dx.doi.org/10.1108/SASBE-03-2013-0010,C,Q1,0.98333391,103.0,10.8943,closed,,published,UNSW staff profile
Maria Balatbat,0000-0001-5180-0057,,Smart and Sustainable Built Environment,The Relationship between Sustainability Practices and Financial Performance of Construction Companies,2013,3.0,Siew RYJ; Balatbat MCA; Carmichael DG,10.1108/20466091311325827,https://doi.org/10.1108/20466091311325827,http://dx.doi.org/10.1108/20466091311325827,C,Q1,0.97986104,146.0,9.8198,closed,,published,UNSW staff profile
Maria Balatbat,0000-0001-5180-0057,,Accounting and Finance,Does consideration matter to China’s split share structure reform?,2012,3.0,Balatbat MC; Czernkowski R; Lu F,10.1111/j.1467-629X.2011.00400.x,https://doi.org/10.1111/j.1467-629X.2011.00400.x,http://dx.doi.org/10.1111/j.1467-629X.2011.00400.x,A,Q1,0.90571313,8.0,2.123,closed,,published,UNSW staff profile
Maria Balatbat,0000-0001-5180-0057,,Journal of Management in Engineering,Performance Risk Associated with Renewable Energy CDM Projects,2012,3.0,Balatbat MC; Findlay E; Carmichael DG,10.1061/(ASCE)ME.1943-5479.0000090,https://doi.org/10.1061/(ASCE)ME.1943-5479.0000090,http://dx.doi.org/10.1061/(ASCE)ME.1943-5479.0000090,A,Q1,0.69685039,12.0,0.3906,closed,,published,UNSW staff profile
Maria Balatbat,0000-0001-5180-0057,,International Journal of Strategic Property Management,On the Analysis of Property Unit Sales over Time,2011,2.0,Carmichael DG; Balatbat MCA,10.3846/1648715X.2011.631765,https://doi.org/10.3846/1648715X.2011.631765,http://dx.doi.org/10.3846/1648715X.2011.631765,B,Q3,0.8561436,1.0,0.94,gold,https://journals.vilniustech.lt/index.php/IJSPM/article/download/5493/4760,published,UNSW staff profile
Maria Balatbat,0000-0001-5180-0057,,International Journal of Construction Management,Australian Construction Growth Ratios: Industry and Company Analyses,2010,3.0,Balatbat MCA; Lin C; Carmichael DG,10.1080/15623599.2010.10773153,https://doi.org/10.1080/15623599.2010.10773153,http://dx.doi.org/10.1080/15623599.2010.10773153,B,Q1,0.22284191,1.0,0.0,closed,,published,UNSW staff profile
Maria Balatbat,0000-0001-5180-0057,,Construction Management and Economics,Comparative Performance of Publicly Listed Construction Companies: Australian Evidence,2010,3.0,Balatbat MCA; Lin C; Carmichael DG,10.1080/01446193.2010.501805,https://doi.org/10.1080/01446193.2010.501805,http://dx.doi.org/10.1080/01446193.2010.501805,A,Q1,0.96171536,35.0,6.8634,closed,,published,UNSW staff profile
Maria Balatbat,0000-0001-5180-0057,,Journal of Financial Management of Property and Construction,A Contractor's Analysis of the Likelihood of Payment of Claims,2010,2.0,Carmichael DG; Balatbat MCA,10.1108/13664381011063412,https://doi.org/10.1108/13664381011063412,http://dx.doi.org/10.1108/13664381011063412,C,Q2,0.90818122,19.0,2.8104,closed,,published,UNSW staff profile
Maria Balatbat,0000-0001-5180-0057,,Engineering Economist,A Study of Correlation Aspects in Probabilistic NPV Analysis,2010,3.0,Johar K; Carmichael DG; Balatbat MCA,10.1080/0013791x.2010.481185,https://doi.org/10.1080/0013791x.2010.481185,http://dx.doi.org/10.1080/0013791x.2010.481185,C,Q3,0.79426875,15.0,1.051,closed,,published,UNSW staff profile
Maria Balatbat,0000-0001-5180-0057,,Engineering Economist,Probabilistic DCF Analysis and Capital Budgeting and Investment - A Survey,2008,2.0,Carmichael DG; Balatbat MC,10.1080/00137910701864809,https://doi.org/10.1080/00137910701864809,http://dx.doi.org/10.1080/00137910701864809,C,Q3,0.93256961,41.0,3.5845,closed,,published,UNSW staff profile
Maria Balatbat,0000-0001-5180-0057,,Journal of Financial Management of Property and Construction,The Influence of extra projects on overall investment feasibility,2008,2.0,Carmichael DG; Balatbat MCA,10.1108/13664380810913403,https://doi.org/10.1108/13664380810913403,http://dx.doi.org/10.1108/13664380810913403,C,Q2,0.88517227,10.0,1.9681,closed,,published,UNSW staff profile
Maria Balatbat,0000-0001-5180-0057,,Journal of Business Finance & Accounting,Discussion of explaining the short- and long-term IPO anomalies in the US by R&D,2006,1.0,Balatbat MC,10.1111/j.1468-5957.2006.00610.x,https://doi.org/10.1111/j.1468-5957.2006.00610.x,http://dx.doi.org/10.1111/j.1468-5957.2006.00610.x,A*,Q1,0.98509002,158.0,14.9534,closed,,published,UNSW staff profile
Maria Balatbat,0000-0001-5180-0057,,Accounting and Finance,"Corporate Governance, Insider Ownership and Operating Performance of Australian Initial Public Offerings",2004,3.0,Balatbat MC; Taylor SL; Walter TS,10.1111/j.1467-629X.2004.00114.x,https://doi.org/10.1111/j.1467-629X.2004.00114.x,http://dx.doi.org/10.1111/j.1467-629X.2004.00114.x,A,Q1,0.95311955,136.0,4.682,closed,,published,UNSW staff profile
Francisco Barillas Bedoya,,,Journal of Financial and Quantitative Analysis,Model comparison with sharpe ratios,2020,4.0,Barillas F; Kan R; Robotti C; Shanken J,10.1017/S0022109019000589,https://doi.org/10.1017/S0022109019000589,http://dx.doi.org/10.1017/S0022109019000589,A*,Q1,0.99239039,158.0,14.5367,green,https://utoronto.scholaris.ca/bitstreams/47211e25-900b-4abc-8977-f8925e143421/download,published,UNSW staff profile
Francisco Barillas Bedoya,,,Management Science,Speculation and the bond market: An empirical no-arbitrage framework,2019,2.0,Barillas F; Nimark K,10.1287/mnsc.2018.3027,https://doi.org/10.1287/mnsc.2018.3027,http://dx.doi.org/10.1287/mnsc.2018.3027,A*,Q1,0.73455902,2.0,0.5487,closed,,published,UNSW staff profile
Francisco Barillas Bedoya,,,The Journal of Finance,Comparing Asset Pricing Models,2018,2.0,Barillas F; Shanken J,10.1111/jofi.12607,https://doi.org/10.1111/jofi.12607,http://dx.doi.org/10.1111/jofi.12607,A*,Q1,0.9996189,485.0,57.5181,closed,,published,UNSW staff profile
Francisco Barillas Bedoya,,,The Review of Financial Studies,Speculation and the term structure of interest rates,2017,2.0,Barillas F; Nimark KP,10.1093/rfs/hhx059,https://doi.org/10.1093/rfs/hhx059,http://dx.doi.org/10.1093/rfs/hhx059,A*,Q1,0.87624333,20.0,1.8594,closed,,published,UNSW staff profile
Francisco Barillas Bedoya,,,The Review of Financial Studies,Which alpha?,2017,2.0,Barillas F; Shanken J,10.1093/rfs/hhw101,https://doi.org/10.1093/rfs/hhw101,http://dx.doi.org/10.1093/rfs/hhw101,A*,Q1,0.99845151,371.0,34.8069,closed,,published,UNSW staff profile
Francisco Barillas Bedoya,,,Journal of Economic Theory,Doubts or variability?,2009,3.0,Barillas F; Hansen LP; Sargent TJ,10.1016/j.jet.2008.11.014,https://doi.org/10.1016/j.jet.2008.11.014,http://dx.doi.org/10.1016/j.jet.2008.11.014,A*,Q1,0.96829268,175.0,6.1669,closed,,published,UNSW staff profile
Francisco Barillas Bedoya,,,Journal of Economic Dynamics and Control,A generalization of the endogenous grid method,2007,2.0,Barillas F; Fernández-Villaverde J,10.1016/j.jedc.2006.08.005,https://doi.org/10.1016/j.jedc.2006.08.005,http://dx.doi.org/10.1016/j.jedc.2006.08.005,A*,Q1,0.96868508,113.0,8.4815,closed,,published,UNSW staff profile
Francisco Barillas Bedoya,,,Canadian Public Policy / Analyse de Politiques,Recent developments in the Canada-US unemployment rate gap: Changing patterns in unemployment incidence and duration,2005,2.0,Macklem T; Barillas F,10.2307/3552599,https://doi.org/10.2307/3552599,http://dx.doi.org/10.2307/3552599,B,Q2,0.14637486,6.0,0.0,closed,,published,UNSW staff profile
Francisco Barillas Bedoya,,,Applied Economics,"Foreign aid, poverty reduction, and democracy",2002,2.0,Arvin BM; Barillas F,10.1080/00036840210136718,https://doi.org/10.1080/00036840210136718,http://dx.doi.org/10.1080/00036840210136718,A,Q2,0.2979678,68.0,0.0,closed,,published,UNSW staff profile
Dale Boccabella,,,The Tax Specialist,Streaming of partnership receipts to partners: An initial contribution,2024,1.0,Boccabella D,10.3316/informit.T2024042600008892121589371,https://doi.org/10.3316/informit.T2024042600008892121589371,https://search.informit.org/doi/10.3316/informit.T2024042600008892121589371,,,,,,,,published,UNSW staff profile
Rodney Brown,,,Journal of Accounting and Public Policy,"The interplay between mandatory country-by-country tax disclosures, geographic segment reporting, and tax havens: Evidence from the European Union",2019,3.0,Brown R; Jorgensen B; Pope P,10.1016/j.jaccpubpol.2019.02.001,https://doi.org/10.1016/j.jaccpubpol.2019.02.001,http://dx.doi.org/10.1016/j.jaccpubpol.2019.02.001,A*,Q1,0.98542471,67.0,12.5022,closed,,published,UNSW staff profile
Elizabeth Carson,0000-0003-1601-4290,,Journal of Accounting Research,Establishment of National Public Audit Oversight Boards: Descriptive Evidence and Implications for Audit Quality,2026,5.0,Carson E; Lamoreaux P; Simnett R; Thürheimer U; Vanstraelen A,10.1111/1475-679X.70008,https://doi.org/10.1111/1475-679X.70008,http://dx.doi.org/10.1111/1475-679X.70008,A*,Q1,0.98619317,7.0,13.6792,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/1475-679X.70008,published,UNSW staff profile
Elizabeth Carson,0000-0003-1601-4290,,Auditing: A Journal of Practice and Theory,Does Involvement of Component Auditors Deter Multinational Enterprises’ Extreme Tax Aggressiveness?,2025,3.0,Fu D; Carson E; Lim Y,10.2308/AJPT-2021-050,https://doi.org/10.2308/AJPT-2021-050,http://dx.doi.org/10.2308/AJPT-2021-050,A*,Q1,0.38575691,0.0,0.0,bronze,https://publications.aaahq.org/ajpt/article-pdf/doi/10.2308/AJPT-2021-050/124911/ajpt-2021-050.pdf,published,UNSW staff profile
Elizabeth Carson,0000-0003-1601-4290,,Accounting and Finance,Accounting firm office size and tax aggressiveness,2024,3.0,Fu Y; Lim Y; Carson E,10.1111/acfi.13177,https://doi.org/10.1111/acfi.13177,http://dx.doi.org/10.1111/acfi.13177,A,Q1,0.76966036,2.0,0.7994,hybrid,https://doi.org/10.1111/acfi.13177,published,UNSW staff profile
Elizabeth Carson,0000-0003-1601-4290,,Australian Journal of Management,The audit market for listed Australian companies from 2012 to 2018: A state of play,2023,4.0,Carson E; Fu Y; Thürheimer U; Xu Y,10.1177/03128962221124642,https://doi.org/10.1177/03128962221124642,http://dx.doi.org/10.1177/03128962221124642,A,Q1,0.58501826,5.0,0.2769,hybrid,https://doi.org/10.1177/03128962221124642,published,UNSW staff profile
Elizabeth Carson,0000-0003-1601-4290,,Journal of Accounting Research,"Involvement of Component Auditors in Multinational Group Audits: Determinants, Audit Quality, and Audit Fees",2022,4.0,Carson E; Simnett R; Thürheimer U; Vanstraelen A,10.1111/1475-679X.12418,https://doi.org/10.1111/1475-679X.12418,http://dx.doi.org/10.1111/1475-679X.12418,A*,Q1,0.97692573,58.0,8.133,bronze,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/1475-679X.12418,published,UNSW staff profile
Elizabeth Carson,0000-0003-1601-4290,,Accounting and Finance,Auditors’ propensity and accuracy in issuing going-concern modified audit opinions for charities,2022,3.0,Yang Y; Simnett R; Carson E,10.1111/acfi.12823,https://doi.org/10.1111/acfi.12823,http://dx.doi.org/10.1111/acfi.12823,A,Q1,0.79721003,7.0,1.1211,bronze,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/acfi.12823,published,UNSW staff profile
Elizabeth Carson,0000-0003-1601-4290,,Accounting and Finance,Explaining auditors’ propensity to issue going-concern opinions in Australia after the global financial crisis,2019,3.0,Carson E; Fargher N; Zhang Y,10.1111/acfi.12313,https://doi.org/10.1111/acfi.12313,http://dx.doi.org/10.1111/acfi.12313,A,Q1,0.76889407,23.0,0.5755,closed,,published,UNSW staff profile
Elizabeth Carson,0000-0003-1601-4290,,Australian Accounting Review,Trends in Auditor Reporting in Australia: A Synthesis and Opportunities for Research,2016,3.0,Carson E; Fargher N; Zhang Y,10.1111/auar.12124,https://doi.org/10.1111/auar.12124,http://dx.doi.org/10.1111/auar.12124,B,Q2,0.97964435,26.0,10.2106,green,https://eprints.qut.edu.au/89271/8/89271.pdf,published,UNSW staff profile
Elizabeth Carson,0000-0003-1601-4290,,Auditing: A Journal of Practice and Theory,"International archival auditing and assurance research: Trends, methodological issues, and opportunities",2016,3.0,Simnett R; Carson E; Vanstraelen A,10.2308/ajpt-51377,https://doi.org/10.2308/ajpt-51377,http://dx.doi.org/10.2308/ajpt-51377,A*,Q1,0.99611394,116.0,31.1224,closed,,published,UNSW staff profile
Elizabeth Carson,0000-0003-1601-4290,,Managerial Auditing Journal,Transparency report disclosure by Australian audit firms and opportunities for research,2015,3.0,Fu Y; Carson E; Simnett R,10.1108/MAJ-06-2015-1201,https://doi.org/10.1108/MAJ-06-2015-1201,http://dx.doi.org/10.1108/MAJ-06-2015-1201,A,Q1,0.96952814,54.0,8.0152,green,https://figshare.com/articles/journal_contribution/Transparency_report_disclosure_by_Australian_audit_firms_and_opportunities_for_research/20669580,published,UNSW staff profile
Elizabeth Carson,0000-0003-1601-4290,,Australian Accounting Review,Audit market structure and competition in Australia,2014,3.0,Carson E; Redmayne NB; Liao L,10.1111/auar.12041,https://doi.org/10.1111/auar.12041,http://dx.doi.org/10.1111/auar.12041,B,Q2,0.96647742,41.0,7.3396,closed,,published,UNSW staff profile
Elizabeth Carson,0000-0003-1601-4290,,Accounting and Finance,Discussion of 'Strategic pricing by Big 4 audit firms in private client segments,2013,1.0,Carson E,10.1111/acfi.12041,https://doi.org/10.1111/acfi.12041,http://dx.doi.org/10.1111/acfi.12041,A,Q1,,4.0,,closed,,published,UNSW staff profile
Elizabeth Carson,0000-0003-1601-4290,,Accounting and Finance,Responses by Australian auditors to the global financial crisis,2013,4.0,Xu Y; Carson EA; Fargher N; Jiang L,10.1111/j.1467-629X.2011.00459.x,https://doi.org/10.1111/j.1467-629X.2011.00459.x,http://dx.doi.org/10.1111/j.1467-629X.2011.00459.x,A,Q1,0.95697889,172.0,5.9206,closed,,published,UNSW staff profile
Elizabeth Carson,0000-0003-1601-4290,,Journal of Information Systems,"The competitive advantage of audit support systems: the association between extent of structure and audit pricing,",2012,2.0,Carson EA; Dowling C,10.2308/isys-10256,https://doi.org/10.2308/isys-10256,http://dx.doi.org/10.2308/isys-10256,A,Q1,0.95829814,30.0,5.8312,closed,,published,UNSW staff profile
Elizabeth Carson,0000-0003-1601-4290,,Auditing: A Journal of Practice and Theory,Changes in Audit Market Competition and the Big N Premium,2012,4.0,Carson EA; Simnett R; Soo B; Wright AM,10.2308/ajpt-10295,https://doi.org/10.2308/ajpt-10295,http://dx.doi.org/10.2308/ajpt-10295,A*,Q1,0.99011121,116.0,18.5197,closed,,published,UNSW staff profile
Elizabeth Carson,0000-0003-1601-4290,,The Accounting Review,Industry Specialization by Global Audit Firms,2009,1.0,Carson EA,10.2308/accr.2009.84.2.355,https://doi.org/10.2308/accr.2009.84.2.355,http://dx.doi.org/10.2308/accr.2009.84.2.355,A*,Q1,0.99278715,281.0,23.5836,closed,,published,UNSW staff profile
Elizabeth Carson,0000-0003-1601-4290,,Eighteenth Century Studies,Exquisite torture: The autoeroticism of Pope's Eloisa,2007,1.0,Carson AE,10.1353/ecs.2007.0038,https://doi.org/10.1353/ecs.2007.0038,http://dx.doi.org/10.1353/ecs.2007.0038,,Q3,0.18929295,2.0,0.0,closed,,published,UNSW staff profile
Elizabeth Carson,0000-0003-1601-4290,,Australian Journal of Management,Returns to Australian Investment Newsletter Recommendations,2004,3.0,Carson EA; da silva Rosa R; Maynier R,10.1177/031289620402900110,https://doi.org/10.1177/031289620402900110,http://dx.doi.org/10.1177/031289620402900110,A,Q1,0.16182264,0.0,0.0,closed,,published,UNSW staff profile
Elizabeth Carson,0000-0003-1601-4290,,Australian Accounting Review,Corporate governance disclosure in Australia: The state of play,1996,1.0,Carson E,10.1111/j.1835-2561.1996.tb00010.x,https://doi.org/10.1111/j.1835-2561.1996.tb00010.x,http://dx.doi.org/10.1111/j.1835-2561.1996.tb00010.x,B,Q2,0.33346571,18.0,0.0,closed,,published,UNSW staff profile
Linda Chang,0000-0002-2844-6149,,The Accounting Review,Reducing Strategy Surrogation: The Effects of Performance Measurement System Flexibility and Environmental Dynamism,2023,3.0,Wang KK; Cheng MM; Chang LJ,10.2308/TAR-2019-0523,https://doi.org/10.2308/TAR-2019-0523,http://dx.doi.org/10.2308/TAR-2019-0523,A*,Q1,0.81494523,6.0,1.139,closed,,published,UNSW staff profile
Linda Chang,0000-0002-2844-6149,,The Accounting Review,ABC Cost Driver Framing and Altering the Balance of Power in Customer-Supplier Negotiations,2022,1.0,Chang LJ,10.2308/TAR-2017-0441,https://doi.org/10.2308/TAR-2017-0441,http://dx.doi.org/10.2308/TAR-2017-0441,A*,Q1,0.70937799,3.0,0.6193,closed,,published,UNSW staff profile
Linda Chang,0000-0002-2844-6149,,"Accounting, Organizations and Society",The effect of outcome and process accountability on customer-supplier negotiations,2013,3.0,Chang LJ; Cheng MM; Trotman KT,10.1016/j.aos.2012.12.002,https://doi.org/10.1016/j.aos.2012.12.002,http://dx.doi.org/10.1016/j.aos.2012.12.002,A*,Q1,0.97534865,44.0,9.5816,closed,,published,UNSW staff profile
Wei Chen,,,"Accounting, Organizations and Society",The moderating effects of management's Non-GAAP treatment of a CAM item and investors' position on investors' management credibility judgments,2026,4.0,Chen W; Fanning K; Trotman KT; Wang J,10.1016/j.aos.2025.101629,https://doi.org/10.1016/j.aos.2025.101629,http://dx.doi.org/10.1016/j.aos.2025.101629,A*,Q1,0.551112,0.0,0.0,closed,,published,UNSW staff profile
Wei Chen,,,Accounting and Finance,The Effect of the Level of Sustainability Assurance on Investor Judgements,2026,3.0,Chen W; Humphreys KA; Trotman KT,10.1111/acfi.70142,https://doi.org/10.1111/acfi.70142,http://dx.doi.org/10.1111/acfi.70142,A,Q1,0.93372924,3.0,3.5432,closed,,published,UNSW staff profile
Wei Chen,,,British Accounting Review,Labor protection and stock price crash risk: Evidence from international equity markets,2025,4.0,Chen W; Dai L; Fang X; Zhang W,10.1016/j.bar.2023.101274,https://doi.org/10.1016/j.bar.2023.101274,http://dx.doi.org/10.1016/j.bar.2023.101274,A*,Q1,0.94373858,11.0,4.397,hybrid,https://doi.org/10.1016/j.bar.2023.101274,published,UNSW staff profile
Wei Chen,,,Journal of Business Finance & Accounting,When does analyst reputation matter? Evidence from analysts’ reliance on management guidance,2023,3.0,Chen W; Dai L; Tan HT,10.1111/jbfa.12654,https://doi.org/10.1111/jbfa.12654,http://dx.doi.org/10.1111/jbfa.12654,A*,Q1,0.80058961,6.0,1.1071,green,https://unsworks.unsw.edu.au/bitstreams/61af74ca-330d-488b-b410-926edce8d137/download,published,UNSW staff profile
Wei Chen,,,"Accounting, Organizations and Society",The impact of repeated notifications and notification checking mode on investors' reactions to managers’ strategic positive title emphasis,2023,3.0,Chen W; Tan HT; Wang EY,10.1016/j.aos.2023.101470,https://doi.org/10.1016/j.aos.2023.101470,http://dx.doi.org/10.1016/j.aos.2023.101470,A*,Q1,0.87703455,5.0,1.9986,closed,,published,UNSW staff profile
Wei Chen,,,Auditing: A Journal of Practice and Theory,The Impact of a Structured Electronic Interacting Brainstorming Platform,2022,3.0,Chen W; Trotman KT; Zhang XJ,10.2308/AJPT-2020-036,https://doi.org/10.2308/AJPT-2020-036,http://dx.doi.org/10.2308/AJPT-2020-036,A*,Q1,0.82936879,9.0,1.2969,green,https://unsworks.unsw.edu.au/bitstreams/23ed99db-691b-4267-8b59-e4ba0818bd0e/download,published,UNSW staff profile
Wei Chen,,,Behavioral Research in Accounting,Non-professional investors’ judgments of the reliability of fair value estimates—the impact of investor mood,2021,3.0,Chen W; Harding N; He W,10.2308/BRIA-19-035,https://doi.org/10.2308/BRIA-19-035,http://dx.doi.org/10.2308/BRIA-19-035,A,Q2,0.80568946,8.0,1.1975,closed,,published,UNSW staff profile
Wei Chen,,,Accounting Research Journal,Pivoting in a COVID-19 teaching environment: developing interactive teaching approaches and online assessments to improve students’ experiences,2021,2.0,Morgan KL; Chen W,10.1108/ARJ-09-2020-0302,https://doi.org/10.1108/ARJ-09-2020-0302,http://dx.doi.org/10.1108/ARJ-09-2020-0302,B,Q2,0.80771698,7.0,1.1975,closed,,published,UNSW staff profile
Wei Chen,,,Australian Journal of Management,The effect of brainstorming guidelines on individual auditors’ identification of potential frauds,2018,4.0,Chen W; Khalifa AS; Morgan KL; Trotman KT,10.1177/0312896217728560,https://doi.org/10.1177/0312896217728560,http://dx.doi.org/10.1177/0312896217728560,A,Q1,0.73311307,11.0,0.4115,green,http://hdl.handle.net/1959.4/unsworks_52271,published,UNSW staff profile
Wei Chen,,,"Accounting, Organizations and Society","Investor reactions to management earnings guidance attributions: The effects of news valence, attribution locus, and outcome controllability",2016,3.0,Chen W; Han J; Tan HT,10.1016/j.aos.2016.10.002,https://doi.org/10.1016/j.aos.2016.10.002,http://dx.doi.org/10.1016/j.aos.2016.10.002,A*,Q1,0.98691171,46.0,14.5325,green,http://hdl.handle.net/10722/236446,published,UNSW staff profile
Wei Chen,,,Auditing: A Journal of Practice and Theory,Facilitating Brainstorming: Impact of Task Representation on Auditors' Identification of Potential Frauds,2015,3.0,Chen W; Khalifa AS; Trotman KT,10.2308/ajpt-50986,https://doi.org/10.2308/ajpt-50986,http://dx.doi.org/10.2308/ajpt-50986,A*,Q1,0.91118339,15.0,2.9193,closed,,published,UNSW staff profile
Wei Chen,,,Journal of Accounting Research,Fair Value Accounting and Managers' Hedging Decisions,2013,3.0,Chen W; Tan H; Wang EY,10.1111/j.1475-679X.2012.00468.x,https://doi.org/10.1111/j.1475-679X.2012.00468.x,http://dx.doi.org/10.1111/j.1475-679X.2012.00468.x,A*,Q1,0.9448105,19.0,4.3734,green,https://papers.ssrn.com/sol3/Delivery.cfm/SSRN_ID2136481_code1689728.pdf?abstractid=2136481&mirid=1&type=2,published,UNSW staff profile
Wei Chen,,,"Accounting, Organizations and Society",Judgment effects of familiarity with an analyst’s name,2013,2.0,Chen W; Tan H,10.1016/j.aos.2013.02.001,https://doi.org/10.1016/j.aos.2013.02.001,http://dx.doi.org/10.1016/j.aos.2013.02.001,A*,Q1,0.85298068,15.0,1.1622,closed,,published,UNSW staff profile
Zongxi Chen,,,British Accounting Review,The impact of diversification on industry effects in firm profitability forecasting,2026,2.0,Chen Z; Jackson AB,10.1016/j.bar.2026.101876,https://doi.org/10.1016/j.bar.2026.101876,http://dx.doi.org/10.1016/j.bar.2026.101876,A*,Q1,0.17400909,0.0,0.0,hybrid,https://doi.org/10.1016/j.bar.2026.101876,published,UNSW staff profile
