"researcher_id","researcher_name","academic_title","academic_level","publication_id","publication_title","publication_year","article_url","doi","journal","issn","eissn","abdc_rating","abdc_for","author_name_from_repository","researcher_match_method","researcher_match_confidence","abdc_match_method","abdc_match_status"
"uwa-finance-007","Frank Liu","Associate Professor","D","do-investors-care-about-climate-commitments-evidence-from-net-zer","Do investors care about climate commitments? evidence from Net Zero Banking Alliance withdrawals","2026","https://research-repository.uwa.edu.au/en/publications/do-investors-care-about-climate-commitments-evidence-from-net-zer/","10.1016/j.frl.2026.110009","Finance Research Letters","1544-6123","","A","3502","Zhangxin (Frank) Liu","Pure profile URL","high","ISSN/eISSN","matched"
"uwa-finance-009","Joey Yang","Associate Professor","D","does-artificial-intelligence-mitigate-climate-change-exposure","Does artificial intelligence mitigate climate change exposure?","2026","https://research-repository.uwa.edu.au/en/publications/does-artificial-intelligence-mitigate-climate-change-exposure/","10.1016/j.jbankfin.2025.107623","Journal of Banking & Finance","1872-6372","","A*","3502","Joey Yang","Pure profile URL","high","ISSN/eISSN","matched"
"uwa-finance-009","Joey Yang","Associate Professor","D","does-ceo-personal-environmental-value-matter","Does CEO personal environmental value matter?","2026","https://research-repository.uwa.edu.au/en/publications/does-ceo-personal-environmental-value-matter/","10.1002/bse.70228","Business Strategy and the Environment","0964-4733","","A","3507","Joey Yang","Pure profile URL","high","ISSN/eISSN","matched"
"uwa-finance-001","Chloe Ho","Senior Lecturer","C","does-ceo-personal-environmental-value-matter","Does CEO personal environmental value matter?","2026","https://research-repository.uwa.edu.au/en/publications/does-ceo-personal-environmental-value-matter/","10.1002/bse.70228","Business Strategy and the Environment","0964-4733","","A","3507","Choy Yeing Ho","Pure profile URL","high","ISSN/eISSN","matched"
"uwa-finance-004","Duc Vo","Senior Lecturer","C","does-financial-literacy-improve-life-satisfaction-robust-evidence","Does Financial Literacy Improve Life Satisfaction? Robust Evidence From Several Approaches","2026","https://research-repository.uwa.edu.au/en/publications/does-financial-literacy-improve-life-satisfaction-robust-evidence/","10.1111/sjpe.70037","Scottish Journal of Political Economy","0036-9292","","A","3801","Duc Hong Vo","Pure profile URL","high","ISSN/eISSN","matched"
"uwa-finance-014","Mosharraf Hossain","Lecturer","B","does-national-culture-affect-cash-holdings-of-social-enterprises-","Does national culture affect cash holdings of social enterprises? Evidence from microfinance institutions","2026","https://research-repository.uwa.edu.au/en/publications/does-national-culture-affect-cash-holdings-of-social-enterprises-/","10.1016/j.pacfin.2026.103203","Pacific Basin Finance Journal","0927-538X","","A","3502","Mosharraf Hossain","Pure profile URL","high","ISSN/eISSN","matched"
"uwa-finance-013","Lee Smales","Professor","E","does-national-culture-affect-cash-holdings-of-social-enterprises-","Does national culture affect cash holdings of social enterprises? Evidence from microfinance institutions","2026","https://research-repository.uwa.edu.au/en/publications/does-national-culture-affect-cash-holdings-of-social-enterprises-/","10.1016/j.pacfin.2026.103203","Pacific Basin Finance Journal","0927-538X","","A","3502","Lee Smales","Pure profile URL","high","ISSN/eISSN","matched"
"uwa-finance-010","Kam Chan","Associate Professor","D","family-control-and-ownership-corporate-culture-and-esg-performanc","Family control and ownership, corporate culture and ESG performance in Thailand","2026","https://research-repository.uwa.edu.au/en/publications/family-control-and-ownership-corporate-culture-and-esg-performanc/","10.1002/csr.70774","Corporate Social Responsibility and Environmental Management","1535-3958","","C","3507","Kam Chan","Pure profile URL","high","ISSN/eISSN","matched"
"uwa-finance-012","Lai Hoang","Lecturer","B","financial-literacy-locus-of-control-and-gambling-behavior-in-aust","Financial Literacy, Locus of Control, and Gambling Behavior in Australia","2026","https://research-repository.uwa.edu.au/en/publications/financial-literacy-locus-of-control-and-gambling-behavior-in-aust/","10.1007/s10899-025-10469-w","Journal of Gambling Studies","1050-5350","","A","3504","Lai Hoang","Pure profile URL","high","ISSN/eISSN","matched"
"uwa-finance-004","Duc Vo","Senior Lecturer","C","financial-literacy-locus-of-control-and-gambling-behavior-in-aust","Financial Literacy, Locus of Control, and Gambling Behavior in Australia","2026","https://research-repository.uwa.edu.au/en/publications/financial-literacy-locus-of-control-and-gambling-behavior-in-aust/","10.1007/s10899-025-10469-w","Journal of Gambling Studies","1050-5350","","A","3504","Duc Hong Vo","Pure profile URL","high","ISSN/eISSN","matched"
"uwa-finance-022","Yihui Lan","Senior Lecturer","C","from-human-hands-to-machine-minds-financing-ai-driven-entrepreneu-2","From Human Hands to Machine Minds: Financing AI-Driven Entrepreneurship in Reward-Based Crowdfunding","2026","https://research-repository.uwa.edu.au/en/publications/from-human-hands-to-machine-minds-financing-ai-driven-entrepreneu-2/","10.1111/acfi.70207","Accounting and Finance","0810-5391","","A","3501","Yihui Lan","Pure profile URL","high","ISSN/eISSN","matched"
"uwa-finance-007","Frank Liu","Associate Professor","D","government-guided-funds-and-the-rise-of-corporate-ai-evidence-fro","Government-guided funds and the rise of corporate AI: Evidence from China","2026","https://research-repository.uwa.edu.au/en/publications/government-guided-funds-and-the-rise-of-corporate-ai-evidence-fro/","10.1016/j.pacfin.2025.103004","Pacific-Basin Finance Journal","0927-538X","","A","3502","Zhangxin (Frank) Liu","Pure profile URL","high","ISSN/eISSN","matched"
"uwa-finance-009","Joey Yang","Associate Professor","D","grain-by-grain-how-rice-farming-cultivates-esg-rating-consistency","Grain by grain: How rice farming cultivates ESG rating consistency?","2026","https://research-repository.uwa.edu.au/en/publications/grain-by-grain-how-rice-farming-cultivates-esg-rating-consistency/","10.1016/j.ememar.2026.101525","Emerging Markets Review","1566-0141","","A","3502","Joey Wenling Yang","Pure profile URL","high","ISSN/eISSN","matched"
"uwa-finance-015","Paul Gerrans","Professor","E","great-retirement-expectations-a-review-of-retirement-income-polic","Great (Retirement) Expectations: A Review of Retirement Income Policy and Changes to Expected and Preferred Retirement Age of Australian Workers","2026","https://research-repository.uwa.edu.au/en/publications/great-retirement-expectations-a-review-of-retirement-income-polic/","10.1111/1467-8462.70040","Australian Economic Review","0004-9018","","B","3801","Paul Gerrans","Pure profile URL","high","ISSN/eISSN","matched"
"uwa-finance-014","Mosharraf Hossain","Lecturer","B","green-financing-policy-and-bank-performance-and-risk-evidence-fro","Green Financing Policy, and Bank Performance and Risk: Evidence from a Developing Economy","2026","https://research-repository.uwa.edu.au/en/publications/green-financing-policy-and-bank-performance-and-risk-evidence-fro/","","International Journal of Managerial Finance","1743-9132","","A","3502","Mosharraf Hossain","Pure profile URL","high","ISSN/eISSN","matched"
"uwa-finance-009","Joey Yang","Associate Professor","D","information-processing-gap-and-insider-trading-profitability-evid","Information-processing gap and insider trading profitability: Evidence from the XBRL mandate","2026","https://research-repository.uwa.edu.au/en/publications/information-processing-gap-and-insider-trading-profitability-evid/","10.1016/j.bar.2026.101941","British Accounting Review","0890-8389","","A*","3501","Joey W. Yang","Pure profile URL","high","ISSN/eISSN","matched"
"uwa-finance-015","Paul Gerrans","Professor","E","intergenerational-financial-literacy-transmission-sources-of-bias","Intergenerational financial literacy transmission: Sources of bias using national survey data","2026","https://research-repository.uwa.edu.au/en/publications/intergenerational-financial-literacy-transmission-sources-of-bias/","10.1007/s11150-026-09842-4","Review of Economics of the Household","1569-5239","","A","3801","Paul Gerrans","Pure profile URL","high","ISSN/eISSN","matched"
"uwa-finance-002","Daniel Cahill","Lecturer","B","media-and-social-media-sentiment-and-ceo-pay-cuts","Media and social media sentiment and CEO pay cuts","2026","https://research-repository.uwa.edu.au/en/publications/media-and-social-media-sentiment-and-ceo-pay-cuts/","10.1108/JAL-04-2024-0071","Journal of Accounting Literature","0737-4607","","A","3501","Daniel Cahill","Pure profile URL","high","ISSN/eISSN","matched"
"uwa-finance-007","Frank Liu","Associate Professor","D","media-and-social-media-sentiment-and-ceo-pay-cuts","Media and social media sentiment and CEO pay cuts","2026","https://research-repository.uwa.edu.au/en/publications/media-and-social-media-sentiment-and-ceo-pay-cuts/","10.1108/JAL-04-2024-0071","Journal of Accounting Literature","0737-4607","","A","3501","Zhangxin (Frank) Liu","Pure profile URL","high","ISSN/eISSN","matched"
"uwa-finance-012","Lai Hoang","Lecturer","B","multi-market-trading-and-overnight-price-discovery-evidence-from-","Multi-market trading and overnight price discovery: Evidence from American Depository Receipts","2026","https://research-repository.uwa.edu.au/en/publications/multi-market-trading-and-overnight-price-discovery-evidence-from-/","10.1177/03128962241286085","Australian Journal of Management","0312-8962","","A","3502","Lai Hoang","Pure profile URL","high","ISSN/eISSN","matched"
"uwa-finance-004","Duc Vo","Senior Lecturer","C","multi-market-trading-and-overnight-price-discovery-evidence-from-","Multi-market trading and overnight price discovery: Evidence from American Depository Receipts","2026","https://research-repository.uwa.edu.au/en/publications/multi-market-trading-and-overnight-price-discovery-evidence-from-/","10.1177/03128962241286085","Australian Journal of Management","0312-8962","","A","3502","Duc Hong Vo","Pure profile URL","high","ISSN/eISSN","matched"
"uwa-finance-014","Mosharraf Hossain","Lecturer","B","national-culture-and-environmental-management-activism-of-microfi","National culture and environmental management activism of microfinance institutions","2026","https://research-repository.uwa.edu.au/en/publications/national-culture-and-environmental-management-activism-of-microfi/","10.1016/j.iref.2026.105380","International review of economics & finance","1059-0560","","A","3502","Mosharraf Hossain","Pure profile URL","high","ISSN/eISSN","matched"
"uwa-finance-013","Lee Smales","Professor","E","national-culture-and-environmental-management-activism-of-microfi","National culture and environmental management activism of microfinance institutions","2026","https://research-repository.uwa.edu.au/en/publications/national-culture-and-environmental-management-activism-of-microfi/","10.1016/j.iref.2026.105380","International review of economics & finance","1059-0560","","A","3502","Lee Smales","Pure profile URL","high","ISSN/eISSN","matched"
"uwa-finance-024","Zhengge Zhou","Lecturer","B","optimal-automated-market-makers","Optimal Automated Market Makers","2026","https://research-repository.uwa.edu.au/en/publications/optimal-automated-market-makers/","","","","","","","Zhengge Zhou","Pure profile URL","high","unmatched","unmatched"
"uwa-finance-012","Lai Hoang","Lecturer","B","playing-the-market-lottery-stock-and-bitcoin-comovement","Playing the market: Lottery stock and bitcoin comovement","2026","https://research-repository.uwa.edu.au/en/publications/playing-the-market-lottery-stock-and-bitcoin-comovement/","10.1016/j.bar.2025.101683","British Accounting Review","0890-8389","","A*","3501","Lai Trung Hoang","Pure profile URL","high","ISSN/eISSN","matched"
"uwa-finance-009","Joey Yang","Associate Professor","D","playing-the-market-lottery-stock-and-bitcoin-comovement","Playing the market: Lottery stock and bitcoin comovement","2026","https://research-repository.uwa.edu.au/en/publications/playing-the-market-lottery-stock-and-bitcoin-comovement/","10.1016/j.bar.2025.101683","British Accounting Review","0890-8389","","A*","3501","Joey Wenling Yang","Pure profile URL","high","ISSN/eISSN","matched"
"uwa-finance-013","Lee Smales","Professor","E","predicting-serial-credit-rating-downgrades","Predicting serial credit rating downgrades","2026","https://research-repository.uwa.edu.au/en/publications/predicting-serial-credit-rating-downgrades/","10.1016/j.gfj.2025.101221","Global Finance Journal","1044-0283","","A","3502","Lee A. Smales","Pure profile URL","high","ISSN/eISSN","matched"
"uwa-finance-007","Frank Liu","Associate Professor","D","predicting-serial-credit-rating-downgrades","Predicting serial credit rating downgrades","2026","https://research-repository.uwa.edu.au/en/publications/predicting-serial-credit-rating-downgrades/","10.1016/j.gfj.2025.101221","Global Finance Journal","1044-0283","","A","3502","Zhangxin (frank) Liu (frank)","Pure profile URL","high","ISSN/eISSN","matched"
"uwa-finance-007","Frank Liu","Associate Professor","D","self-regulation-short-selling-and-market-liquidity-evidence-from-","Self-Regulation, Short-Selling, and Market Liquidity: Evidence from Australia’s 1930s Stock Exchange Bans","2026","https://research-repository.uwa.edu.au/en/publications/self-regulation-short-selling-and-market-liquidity-evidence-from-/","10.1017/S0968565025100139","Financial History Review","0968-5650","","B","3502","Zhangxin (Frank) Liu","Pure profile URL","high","ISSN/eISSN","matched"
"uwa-finance-002","Daniel Cahill","Lecturer","B","technical-talk-in-bitcoin-and-equity","Technical talk in bitcoin and equity","2026","https://research-repository.uwa.edu.au/en/publications/technical-talk-in-bitcoin-and-equity/","10.1016/j.bar.2025.101784","British Accounting Review","0890-8389","","A*","3501","Daniel Cahill","Pure profile URL","high","ISSN/eISSN","matched"
"uwa-finance-007","Frank Liu","Associate Professor","D","technical-talk-in-bitcoin-and-equity","Technical talk in bitcoin and equity","2026","https://research-repository.uwa.edu.au/en/publications/technical-talk-in-bitcoin-and-equity/","10.1016/j.bar.2025.101784","British Accounting Review","0890-8389","","A*","3501","Zhangxin (Frank) Liu","Pure profile URL","high","ISSN/eISSN","matched"
"uwa-finance-013","Lee Smales","Professor","E","technical-talk-in-bitcoin-and-equity","Technical talk in bitcoin and equity","2026","https://research-repository.uwa.edu.au/en/publications/technical-talk-in-bitcoin-and-equity/","10.1016/j.bar.2025.101784","British Accounting Review","0890-8389","","A*","3501","Lee A. Smales","Pure profile URL","high","ISSN/eISSN","matched"
"uwa-finance-004","Duc Vo","Senior Lecturer","C","the-differential-effects-of-prevention-and-restrictive-policies-i","The differential effects of prevention and restrictive policies in crises: What can we learn from the COVID-19 pandemic?","2026","https://research-repository.uwa.edu.au/en/publications/the-differential-effects-of-prevention-and-restrictive-policies-i/","10.1111/emre.70011","European Management Review","1740-4754","","B","3507","Duc Hong Vo","Pure profile URL","high","ISSN/eISSN","matched"
"uwa-finance-017","Rui Zhong","Associate Professor","D","the-eu-taxonomy-and-the-syndicated-loan-market","The EU Taxonomy and the Syndicated Loan Market","2026","https://research-repository.uwa.edu.au/en/publications/the-eu-taxonomy-and-the-syndicated-loan-market/","10.1007/s10693-024-00441-x","Journal of Financial Services Research","0920-8550","","A","3502","Rui Zhong","Pure profile URL","high","ISSN/eISSN","matched"
"uwa-finance-007","Frank Liu","Associate Professor","D","the-ownership-and-control-of-australian-companies-in-the-interwar","The Ownership and Control of Australian Companies in the Interwar Period","2026","https://research-repository.uwa.edu.au/en/publications/the-ownership-and-control-of-australian-companies-in-the-interwar/","10.1017/S0007680526101652","Business History Review","0007-6805","","A","3505","Zhangxin (Frank) Liu","Pure profile URL","high","ISSN/eISSN","matched"
"uwa-finance-004","Duc Vo","Senior Lecturer","C","when-nature-hits-the-bottom-line-transition-biodiversity-risk-and","When Nature Hits the Bottom Line: Transition Biodiversity Risk and Corporate Creditworthiness","2026","https://research-repository.uwa.edu.au/en/publications/when-nature-hits-the-bottom-line-transition-biodiversity-risk-and/","10.1002/bse.70279","Business Strategy and the Environment","0964-4733","","A","3507","Duc Hong Vo","Pure profile URL","high","ISSN/eISSN","matched"
"uwa-finance-013","Lee Smales","Professor","E","when-news-travels-the-role-of-sentiment-in-cme-nikkei-futures-ret","When news travels: The role of sentiment in CME Nikkei futures returns","2026","https://research-repository.uwa.edu.au/en/publications/when-news-travels-the-role-of-sentiment-in-cme-nikkei-futures-ret/","10.1016/j.ribaf.2025.103223","Research in International Business and Finance","0275-5319","","A","3502","Lee A. Smales","Pure profile URL","high","ISSN/eISSN","matched"
"uwa-finance-003","Dirk Baur","Professor","E","alternative-investment-behavior-of-households-during-crises-the-e","Alternative investment behavior of households during crises: The effects of the COVID-19 shock on gold purchases in India","2025","https://research-repository.uwa.edu.au/en/publications/alternative-investment-behavior-of-households-during-crises-the-e/","10.1016/j.jebo.2024.106850","Journal of Economic Behavior and Organization","0167-2681","","A*","3801","Dirk G. Baur","Pure profile URL","high","ISSN/eISSN","matched"
"uwa-finance-007","Frank Liu","Associate Professor","D","biodiversity-risk-and-payment-methods-in-mergers-amp-acquisitions","Biodiversity risk and payment methods in mergers & acquisitions","2025","https://research-repository.uwa.edu.au/en/publications/biodiversity-risk-and-payment-methods-in-mergers-amp-acquisitions/","10.1016/j.frl.2025.108892","Finance Research Letters","1544-6123","","A","3502","Zhangxin(Frank)) Liu","Pure profile URL","high","ISSN/eISSN","matched"
"uwa-finance-017","Rui Zhong","Associate Professor","D","biodiversity-risk-and-payment-methods-in-mergers-amp-acquisitions","Biodiversity risk and payment methods in mergers & acquisitions","2025","https://research-repository.uwa.edu.au/en/publications/biodiversity-risk-and-payment-methods-in-mergers-amp-acquisitions/","10.1016/j.frl.2025.108892","Finance Research Letters","1544-6123","","A","3502","Rui Zhong","Pure profile URL","high","ISSN/eISSN","matched"
"uwa-finance-010","Kam Chan","Associate Professor","D","brokerage-firms-in-finras-spotlight","Brokerage firms in FINRA's spotlight","2025","https://research-repository.uwa.edu.au/en/publications/brokerage-firms-in-finras-spotlight/","","","","","","","Kam Chan","Pure profile URL","high","unmatched","unmatched"
"uwa-finance-023","Yuanji Wen","Senior Lecturer","C","brokerage-firms-in-finras-spotlight","Brokerage firms in FINRA's spotlight","2025","https://research-repository.uwa.edu.au/en/publications/brokerage-firms-in-finras-spotlight/","","","","","","","Yuanji Wen","Pure profile URL","high","unmatched","unmatched"
"uwa-finance-007","Frank Liu","Associate Professor","D","code-control-and-cybersecurity-howboard-it-expertise-shapes-corpo","Code, control and cybersecurity: how board IT expertise shapes corporate risk management","2025","https://research-repository.uwa.edu.au/en/publications/code-control-and-cybersecurity-howboard-it-expertise-shapes-corpo/","10.1108/JAL-06-2025-0320","Journal of Accounting Literature","0737-4607","","A","3501","Zhangxin (Frank) Liu","Pure profile URL","high","ISSN/eISSN","matched"
"uwa-finance-010","Kam Chan","Associate Professor","D","corporate-sexual-orientation-equality-and-default-risk","Corporate Sexual Orientation Equality and Default Risk","2025","https://research-repository.uwa.edu.au/en/publications/corporate-sexual-orientation-equality-and-default-risk/","","","","","","","Kam Chan","Pure profile URL","high","unmatched","unmatched"
"uwa-finance-012","Lai Hoang","Lecturer","B","cryptocurrency-price-based-comovement","Cryptocurrency price-based comovement","2025","https://research-repository.uwa.edu.au/en/publications/cryptocurrency-price-based-comovement/","10.1016/j.iref.2025.104635","International Review of Economics and Finance","1059-0560","","A","3502","Lai T. Hoang","Pure profile URL","high","ISSN/eISSN","matched"
"uwa-finance-022","Yihui Lan","Senior Lecturer","C","discretionary-tone-in-reward-based-crowdfunding-do-project-owners","Discretionary tone in reward-based crowdfunding: Do project owners talk their way to success?","2025","https://research-repository.uwa.edu.au/en/publications/discretionary-tone-in-reward-based-crowdfunding-do-project-owners/","10.1016/j.bar.2024.101433","The British Accounting Review","0890-8389","","A*","3501","Yihui Lan","Pure profile URL","high","ISSN/eISSN","matched"
"uwa-finance-007","Frank Liu","Associate Professor","D","divine-dividends-how-religious-traditions-shape-corporate-payout-","Divine dividends: How religious traditions shape corporate payout policies","2025","https://research-repository.uwa.edu.au/en/publications/divine-dividends-how-religious-traditions-shape-corporate-payout-/","10.1016/j.jimonfin.2025.103357","Journal of International Money and Finance","0261-5606","","A","3502","Zhangxin (Frank) Liu","Pure profile URL","high","ISSN/eISSN","matched"
"uwa-finance-014","Mosharraf Hossain","Lecturer","B","do-client-protection-principles-matter-for-the-economic-and-socia","Do Client Protection Principles Matter for the Economic and Social Performance of Microfinance Institutions?","2025","https://research-repository.uwa.edu.au/en/publications/do-client-protection-principles-matter-for-the-economic-and-socia/","10.1016/j.bar.2024.101493","The British Accounting Review","0890-8389","","A*","3501","Mosharraf Hossain","Pure profile URL","high","ISSN/eISSN","matched"
"uwa-finance-020","Vincent Chong","Head of Department","","do-client-protection-principles-matter-for-the-economic-and-socia","Do Client Protection Principles Matter for the Economic and Social Performance of Microfinance Institutions?","2025","https://research-repository.uwa.edu.au/en/publications/do-client-protection-principles-matter-for-the-economic-and-socia/","10.1016/j.bar.2024.101493","The British Accounting Review","0890-8389","","A*","3501","Vincent Chong","Pure profile URL","high","ISSN/eISSN","matched"
"uwa-finance-009","Joey Yang","Associate Professor","D","does-external-labour-market-activeness-affect-agency-problem","Does external labour market activeness affect agency problem?","2025","https://research-repository.uwa.edu.au/en/publications/does-external-labour-market-activeness-affect-agency-problem/","10.1016/j.irfa.2025.104165","International Review of Financial Analysis","1057-5219","","A","3502","Joey W. Yang","Pure profile URL","high","ISSN/eISSN","matched"
"uwa-finance-010","Kam Chan","Associate Professor","D","does-taxaggressive-behavior-motivate-more-csr-engagement","Does Tax‐Aggressive Behavior Motivate More CSR Engagement?","2025","https://research-repository.uwa.edu.au/en/publications/does-taxaggressive-behavior-motivate-more-csr-engagement/","10.1111/ecpo.12333","Economics & Politics","0954-1985","","A","3801","Kam Chan","Pure profile URL","high","ISSN/eISSN","matched"
"uwa-finance-009","Joey Yang","Associate Professor","D","does-taxaggressive-behavior-motivate-more-csr-engagement","Does Tax‐Aggressive Behavior Motivate More CSR Engagement?","2025","https://research-repository.uwa.edu.au/en/publications/does-taxaggressive-behavior-motivate-more-csr-engagement/","10.1111/ecpo.12333","Economics & Politics","0954-1985","","A","3801","Joey Yang","Pure profile URL","high","ISSN/eISSN","matched"
"uwa-finance-017","Rui Zhong","Associate Professor","D","environmental-reputation-risk-and-the-cost-of-equity-the-impact-o","Environmental Reputation Risk and the Cost of Equity: The Impact of Corporate Response to Climate Change Exposures","2025","https://research-repository.uwa.edu.au/en/publications/environmental-reputation-risk-and-the-cost-of-equity-the-impact-o/","","","","","","","Rui Zhong","Pure profile URL","high","unmatched","unmatched"
"uwa-finance-010","Kam Chan","Associate Professor","D","exposure-to-gun-violence-and-corporate-default-risk","Exposure to gun violence and corporate default risk","2025","https://research-repository.uwa.edu.au/en/publications/exposure-to-gun-violence-and-corporate-default-risk/","","","","","","","Kam Chan","Pure profile URL","high","unmatched","unmatched"
"uwa-finance-001","Chloe Ho","Senior Lecturer","C","exposure-to-gun-violence-and-corporate-default-risk","Exposure to gun violence and corporate default risk","2025","https://research-repository.uwa.edu.au/en/publications/exposure-to-gun-violence-and-corporate-default-risk/","","","","","","","Choy Yeing Ho","Pure profile URL","high","unmatched","unmatched"
"uwa-finance-013","Lee Smales","Professor","E","from-extraordinary-to-ordinary-how-moodys-acquisition-made-esg-ma","From extraordinary to ordinary: how Moody’s acquisition made ESG mainstream in credit ratings","2025","https://research-repository.uwa.edu.au/en/publications/from-extraordinary-to-ordinary-how-moodys-acquisition-made-esg-ma/","10.1108/JAL-12-2024-0381","Journal of Accounting Literature","0737-4607","","A","3501","Lee A. Smales","Pure profile URL","high","ISSN/eISSN","matched"
"uwa-finance-007","Frank Liu","Associate Professor","D","from-extraordinary-to-ordinary-how-moodys-acquisition-made-esg-ma","From extraordinary to ordinary: how Moody’s acquisition made ESG mainstream in credit ratings","2025","https://research-repository.uwa.edu.au/en/publications/from-extraordinary-to-ordinary-how-moodys-acquisition-made-esg-ma/","10.1108/JAL-12-2024-0381","Journal of Accounting Literature","0737-4607","","A","3501","Zhangxin (Frank) Liu","Pure profile URL","high","ISSN/eISSN","matched"
"uwa-finance-004","Duc Vo","Senior Lecturer","C","greener-for-greater-security-the-role-of-green-finance-in-energy-","Greener for greater security? The role of green finance in energy security amid rising geopolitical risks","2025","https://research-repository.uwa.edu.au/en/publications/greener-for-greater-security-the-role-of-green-finance-in-energy-/","10.1016/j.eneco.2025.108902","Energy Economics","0140-9883","","A*","3801","Duc Hong Vo","Pure profile URL","high","ISSN/eISSN","matched"
"uwa-finance-007","Frank Liu","Associate Professor","D","greening-nickel-extraction-requires-institutional-and-financial-s","Greening nickel extraction requires institutional and financial support","2025","https://research-repository.uwa.edu.au/en/publications/greening-nickel-extraction-requires-institutional-and-financial-s/","10.1038/d41586-025-01811-8","Nature","0028-0836","","","","Zhangxin (Frank) Liu","Pure profile URL","high","unmatched","unmatched"
